rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,len,seq,sysid,compid,msgid,fromlcm,payload64
1402603688058771055,,380,,0,0,'',28,108,1,50,30,False,"[4286420895196547161, 13830159618185579265L, 4407790858784010824]"
1402603688062808546,,381,,0,0,'',20,109,1,50,74,False,"[0, 9223372036854775808L]"
1402603688159800418,,382,,0,0,'',9,110,1,50,0,False,[349323648827588608]
1402603688166825388,,383,,0,0,'',31,111,1,50,1,False,"[17179869188, 3278341987211673604, 65436]"
1402603688254760373,,384,,0,0,'',62,112,1,50,105,False,"[35001855, 13775584160294389467L, 4419847673848895313, 13523803614595777442L, 4476505318983350119, 4935105694050417468, 4691972177098964992]"
1402603688261741875,,385,,0,0,'',28,113,1,50,30,False,
1402603688347803965,,386,,0,0,'',20,114,1,50,74,False,"[0, 9223372036854775808L]"
1402603688354647533,,387,,0,0,'',28,115,1,50,32,False,
1402603688447624303,,388,,0,0,'',22,116,1,50,35,False,"[416870986038675630, 511730406932481667]"
1402603688542645507,,389,,0,0,'',20,120,1,50,74,False,"[0, 9223372036854775808L]"
1402603688548521038,,390,,0,0,'',28,121,1,50,30,False,"[4360048179522079106, 13829998110246770900L, 13721865314212225090L]"
1402603688553601005,,391,,0,0,'',20,122,1,50,74,False,"[0, 9223372036854775808L]"
1402603688640643978,,392,,0,0,'',28,123,1,50,30,False,"[4352458186331032042, 13829830911467484253L, 13721953470536037934L]"
1402603688645615690,,393,,0,0,'',20,124,1,50,74,False,"[0, 9223372036854775808L]"
1402603688652539440,,394,,0,0,'',28,125,1,50,32,False,
1402603688743483434,,395,,0,0,'',15,126,1,50,52,False,[0]
1402603689134266213,,396,,0,0,'',28,137,1,50,30,False,
1402603689439114791,,397,,0,0,'',15,150,1,50,52,False,[0]
1402603689521102470,,398,,0,0,'',20,151,1,50,58,False,"[4405406564630957222, 13831198845653922689L]"
1402603689616004388,,399,,0,0,'',20,155,1,50,74,False,"[0, 9223372036854775808L]"
1402603689622989237,,400,,0,0,'',28,156,1,50,30,False,"[4348918995840175572, 13832118988703659939L, 13675620905271173887L]"
1402603689628029273,,401,,0,0,'',20,157,1,50,74,False,"[0, 9223372036854775808L]"
1402603689716946145,,402,,0,0,'',28,158,1,50,32,False,
1402603689720955535,,403,,0,0,'',15,159,1,50,52,False,[0]
1402603689725887676,,404,,0,0,'',20,160,1,50,58,False,"[4450299302270504430, 13836131821751500010L]"
1402603689811924111,,405,,0,0,'',28,161,1,50,30,False,"[4359290439916883505, 13832826146478101356L, 13602806711927927384L]"
1402603690207574559,,406,,0,0,'',20,173,1,50,74,False,"[0, 9223372036854775808L]"
1402603690213757209,,407,,0,0,'',28,174,1,50,30,False,"[4395752783819608106, 13836261564096020011L, 13590593139217820003L]"
1402603690218582592,,408,,0,0,'',20,175,1,50,74,False,"[0, 9223372036854775808L]"
1402603690221570847,,409,,0,0,'',9,176,1,50,0,False,[349323648827588608]
1402603690309553390,,410,,0,0,'',31,177,1,50,1,False,"[17179869188, 3261453432774459396, 65436]"
1402603690406424472,,411,,0,0,'',62,178,1,50,105,False,"[37006843, 13742549075725900426L, 4371864672879848783, 13712340326568394663L, 4479143945036386843, 4935106394130265919, 4691596938691215360]"
1402603690412384280,,412,,0,0,'',28,179,1,50,30,False,"[4389254970747162766, 13836643683054642394L, 13589421373319058154L]"
1402603690497842287,,413,,0,0,'',20,180,1,50,74,False,"[0, 9223372036854775808L]"
1402603690594479903,,414,,0,0,'',20,188,1,50,74,False,"[0, 9223372036854775808L]"
1402603690600490443,,415,,0,0,'',28,189,1,50,30,False,"[4413959983411007927, 13837566435297546849L, 4432148273309019180]"
1402603690605418135,,416,,0,0,'',20,190,1,50,74,False,"[0, 9223372036854775808L]"
1402603690699358813,,417,,0,0,'',28,191,1,50,32,False,
1402603690703379545,,418,,0,0,'',15,192,1,50,52,False,[0]
1402603690708316638,,419,,0,0,'',20,193,1,50,58,False,"[4475242058554053085, 13839270721302252494L]"
